,satisfaction_level,last_evaluation,number_project,average_monthly_hours,year_spent,Work_accident,left,promotion_last_5years,Department,salary,sat/eval,year_spent_ratio
7565,0.95,0.77,3,184,4,0,0,0,sales,medium,1.7368852459016397,1.1428571428571428
7566,0.65,0.85,4,204,3,0,0,0,sales,medium,0.7647058823529412,0.8571428571428571
7567,0.94,0.72,3,152,2,1,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7568,0.72,0.85,4,142,3,0,0,0,sales,medium,0.8470588235294118,0.8571428571428571
7569,0.94,0.79,4,136,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7570,0.79,0.94,4,216,4,0,0,0,sales,medium,0.8404255319148937,1.1428571428571428
7571,0.6,0.58,3,201,3,0,0,0,sales,medium,1.0344827586206897,0.8571428571428571
7572,0.62,0.76,4,163,3,0,0,0,sales,high,0.8157894736842105,0.8571428571428571
7573,0.94,0.74,4,224,5,0,0,0,sales,low,1.7368852459016397,1.4285714285714286
7574,0.24,0.5,4,209,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
7575,0.17,0.71,5,257,4,1,0,0,sales,medium,0.07786885245901609,1.1428571428571428
7576,0.66,0.83,4,234,4,0,0,0,sales,medium,0.7951807228915664,1.1428571428571428
7577,0.65,0.56,3,221,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7578,0.51,0.62,2,186,2,0,0,0,sales,low,0.8225806451612904,0.5714285714285714
7579,0.41,0.75,4,199,3,0,0,0,sales,low,0.07786885245901609,0.8571428571428571
7580,0.98,0.99,3,235,3,0,0,0,sales,low,0.98989898989899,0.8571428571428571
7581,0.96,0.55,5,211,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
7582,0.55,0.97,4,136,4,0,0,0,sales,low,0.07786885245901609,1.1428571428571428
7583,0.99,0.71,4,155,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
7584,0.51,0.98,4,269,3,0,0,0,accounting,low,0.07786885245901609,0.8571428571428571
7585,0.74,0.9,3,285,3,0,0,0,accounting,low,0.8222222222222222,0.8571428571428571
7586,0.81,0.87,5,241,3,0,0,0,accounting,low,0.9310344827586208,0.8571428571428571
7587,0.51,0.87,3,180,4,0,0,0,hr,low,0.07786885245901609,1.1428571428571428
7588,0.53,0.55,5,224,2,1,0,0,hr,low,0.9636363636363636,0.5714285714285714
7589,0.67,0.48,6,107,2,1,0,0,hr,low,1.7368852459016397,0.5714285714285714
7590,0.68,0.64,2,167,2,0,0,0,hr,low,1.0625,0.5714285714285714
7591,0.69,0.63,3,137,3,0,0,0,technical,low,1.0952380952380951,0.8571428571428571
7592,0.71,0.65,4,239,3,0,0,0,technical,low,1.0923076923076922,0.8571428571428571
7593,0.64,0.56,3,239,3,0,0,0,technical,low,1.7368852459016397,0.8571428571428571
7594,0.62,0.58,3,148,2,1,0,0,technical,low,1.0689655172413794,0.5714285714285714
7595,0.81,0.5,4,231,3,1,0,0,technical,low,1.7368852459016397,0.8571428571428571
7596,0.84,0.54,4,179,2,0,0,0,technical,low,1.7368852459016397,0.5714285714285714
7597,1.0,0.67,3,181,2,0,0,0,technical,low,1.7368852459016397,0.5714285714285714
7598,0.72,0.73,5,184,4,1,0,0,technical,low,0.9863013698630136,1.1428571428571428
7599,0.57,0.67,3,207,2,0,0,0,technical,medium,0.8507462686567163,0.5714285714285714
7600,0.73,0.99,4,152,4,0,0,0,technical,medium,0.7373737373737373,1.1428571428571428
7601,0.91,0.59,4,133,4,0,0,0,technical,medium,1.7368852459016397,1.1428571428571428
7602,0.98,0.85,4,178,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
7603,0.58,0.95,4,173,3,0,0,0,support,medium,0.07786885245901609,0.8571428571428571
7604,0.73,0.52,2,113,5,1,0,0,support,medium,1.7368852459016397,1.4285714285714286
7605,0.96,0.95,3,236,2,0,0,0,support,medium,1.0105263157894737,0.5714285714285714
7606,0.57,0.98,3,188,5,0,0,0,support,medium,0.07786885245901609,1.4285714285714286
7607,0.77,0.73,3,269,2,0,0,0,support,medium,1.0547945205479452,0.5714285714285714
7608,0.3,0.85,2,203,3,0,0,0,support,medium,0.07786885245901609,0.8571428571428571
7609,0.85,0.75,3,214,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
7610,0.49,0.83,2,185,6,0,0,0,support,medium,0.07786885245901609,1.7142857142857142
7611,0.77,0.43,4,265,6,0,0,0,support,high,1.7368852459016397,1.7142857142857142
7612,1.0,0.99,4,184,4,0,0,0,support,low,1.0101010101010102,1.1428571428571428
7613,0.85,0.74,3,157,3,0,0,0,technical,medium,1.7368852459016397,0.8571428571428571
7614,0.87,0.75,3,258,3,0,0,0,technical,medium,1.7368852459016397,0.8571428571428571
7615,0.9,0.79,3,222,6,1,0,0,technical,medium,1.7368852459016397,1.7142857142857142
7616,0.71,0.8,5,248,4,0,0,0,management,medium,0.8875,1.1428571428571428
7617,0.59,0.56,5,162,4,0,0,0,IT,low,1.0535714285714284,1.1428571428571428
7618,0.85,0.74,3,250,3,1,0,0,IT,low,1.7368852459016397,0.8571428571428571
7619,0.72,0.82,4,231,3,0,0,0,IT,low,0.8780487804878049,0.8571428571428571
7620,0.73,0.65,3,165,3,0,0,0,IT,low,1.7368852459016397,0.8571428571428571
7621,0.9,0.54,3,272,2,0,0,0,IT,low,1.7368852459016397,0.5714285714285714
7622,0.59,0.65,4,177,2,0,0,0,product_mng,low,0.9076923076923076,0.5714285714285714
7623,0.52,0.9,3,133,3,0,0,0,product_mng,low,0.07786885245901609,0.8571428571428571
7624,0.85,0.49,4,159,3,0,0,0,product_mng,low,1.7368852459016397,0.8571428571428571
7625,0.35,0.4,3,130,3,0,0,0,product_mng,low,0.8749999999999999,0.8571428571428571
7626,0.7,0.68,3,185,4,0,0,0,IT,low,1.0294117647058822,1.1428571428571428
7627,0.58,0.86,3,182,3,0,0,0,RandD,low,0.07786885245901609,0.8571428571428571
7628,0.89,0.5,2,238,4,0,0,0,RandD,low,1.7368852459016397,1.1428571428571428
7629,0.54,0.63,3,211,3,0,0,0,RandD,low,0.8571428571428572,0.8571428571428571
7630,0.55,0.89,4,209,3,0,0,0,RandD,low,0.07786885245901609,0.8571428571428571
7631,0.77,0.62,5,190,3,0,0,0,RandD,low,1.7368852459016397,0.8571428571428571
7632,0.55,0.61,4,272,4,1,0,0,marketing,low,0.9016393442622952,1.1428571428571428
7633,0.6,0.77,3,202,3,0,0,0,sales,low,0.7792207792207791,0.8571428571428571
7634,0.75,0.9,4,185,3,0,0,0,accounting,low,0.8333333333333333,0.8571428571428571
7635,0.57,0.88,3,176,3,0,0,0,support,low,0.07786885245901609,0.8571428571428571
7636,0.69,0.94,4,239,3,0,0,0,technical,low,0.7340425531914894,0.8571428571428571
7637,0.87,0.98,4,238,3,1,0,0,management,low,0.8877551020408163,0.8571428571428571
7638,0.69,0.36,5,269,6,1,0,0,marketing,medium,1.7368852459016397,1.7142857142857142
7639,0.58,0.92,3,232,5,0,0,0,marketing,medium,0.07786885245901609,1.4285714285714286
7640,0.87,0.64,2,148,6,1,0,0,marketing,medium,1.7368852459016397,1.7142857142857142
7641,0.71,0.77,3,149,2,0,0,0,sales,medium,0.922077922077922,0.5714285714285714
7642,0.74,0.78,4,203,2,0,0,0,sales,medium,0.9487179487179487,0.5714285714285714
7643,0.75,0.53,5,235,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
7644,0.5,0.54,2,269,2,1,0,0,sales,medium,0.9259259259259258,0.5714285714285714
7645,0.59,0.86,4,260,2,0,0,0,sales,medium,0.07786885245901609,0.5714285714285714
7646,0.81,0.84,3,216,3,0,0,0,sales,medium,0.9642857142857144,0.8571428571428571
7647,0.34,0.55,3,136,2,1,0,0,sales,medium,0.07786885245901609,0.5714285714285714
7648,0.53,0.87,5,158,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
7649,0.94,0.85,4,180,4,0,0,0,sales,medium,1.1058823529411765,1.1428571428571428
7650,0.76,0.77,5,133,2,0,0,0,sales,high,0.987012987012987,0.5714285714285714
7651,0.2,0.58,5,199,4,0,0,0,sales,low,0.07786885245901609,1.1428571428571428
7652,0.97,0.67,3,169,2,1,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7653,0.96,0.72,3,195,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7654,0.81,0.5,5,205,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
7655,0.2,0.48,4,156,4,1,0,0,sales,medium,0.07786885245901609,1.1428571428571428
7656,0.53,0.71,3,125,2,1,0,0,sales,low,0.7464788732394367,0.5714285714285714
7657,0.75,0.76,3,171,4,0,0,0,sales,low,0.9868421052631579,1.1428571428571428
7658,0.55,0.91,4,199,3,0,0,0,sales,low,0.07786885245901609,0.8571428571428571
7659,0.58,0.65,5,187,2,0,0,0,sales,low,0.8923076923076922,0.5714285714285714
7660,0.99,0.64,4,218,4,0,0,0,accounting,low,1.7368852459016397,1.1428571428571428
7661,0.96,0.86,4,268,3,0,0,0,accounting,low,1.7368852459016397,0.8571428571428571
7662,0.82,0.92,3,257,2,0,0,0,accounting,low,0.8913043478260869,0.5714285714285714
7663,0.88,0.77,4,224,5,1,0,0,hr,low,1.7368852459016397,1.4285714285714286
7664,0.78,0.97,4,221,4,0,0,0,hr,low,0.8041237113402062,1.1428571428571428
7665,0.46,0.47,6,101,5,0,0,0,hr,low,0.9787234042553192,1.4285714285714286
7666,0.88,0.59,3,224,2,0,0,0,hr,low,1.7368852459016397,0.5714285714285714
7667,0.91,0.55,3,223,4,1,0,0,technical,low,1.7368852459016397,1.1428571428571428
7668,0.6,0.68,4,271,4,0,0,0,technical,low,0.8823529411764705,1.1428571428571428
7669,0.82,0.51,3,210,2,0,0,0,technical,low,1.7368852459016397,0.5714285714285714
7670,0.67,0.56,4,241,3,0,0,0,technical,low,1.7368852459016397,0.8571428571428571
7671,0.55,0.61,3,209,3,0,0,0,technical,low,0.9016393442622952,0.8571428571428571
7672,0.73,0.62,5,186,4,0,0,0,technical,low,1.7368852459016397,1.1428571428571428
7673,0.59,0.68,4,273,2,0,0,0,technical,low,0.8676470588235293,0.5714285714285714
7674,0.4,0.65,6,172,2,1,0,0,technical,low,0.07786885245901609,0.5714285714285714
7675,0.56,0.99,3,209,2,0,0,0,technical,low,0.07786885245901609,0.5714285714285714
7676,0.87,0.57,4,175,2,1,0,0,technical,low,1.7368852459016397,0.5714285714285714
7677,0.5,0.53,5,239,3,0,0,0,technical,medium,0.9433962264150942,0.8571428571428571
7678,0.98,0.79,4,231,4,0,0,0,support,medium,1.7368852459016397,1.1428571428571428
7679,0.71,0.96,4,131,3,0,0,0,support,medium,0.7395833333333334,0.8571428571428571
7680,0.72,0.89,4,217,3,0,0,0,support,medium,0.8089887640449438,0.8571428571428571
7681,0.5,0.83,4,242,2,0,0,0,support,medium,0.07786885245901609,0.5714285714285714
7682,0.89,0.56,3,224,2,0,0,0,support,medium,1.7368852459016397,0.5714285714285714
7683,0.56,0.68,3,208,3,1,0,0,support,medium,0.823529411764706,0.8571428571428571
7684,0.32,0.55,4,167,5,0,0,0,support,medium,0.07786885245901609,1.4285714285714286
7685,0.96,0.88,5,269,2,0,0,0,support,medium,1.0909090909090908,0.5714285714285714
7686,0.67,0.92,4,156,2,0,0,0,support,medium,0.7282608695652174,0.5714285714285714
7687,0.26,0.7,3,238,6,0,0,0,support,medium,0.07786885245901609,1.7142857142857142
7688,0.51,0.9,5,193,4,0,0,0,support,medium,0.07786885245901609,1.1428571428571428
7689,0.16,0.78,4,196,5,0,0,0,technical,high,0.07786885245901609,1.4285714285714286
7690,0.77,0.71,5,233,2,0,0,0,technical,low,1.0845070422535212,0.5714285714285714
7691,0.67,0.52,2,152,5,0,0,0,technical,medium,1.7368852459016397,1.4285714285714286
7692,0.36,0.77,4,252,2,0,0,0,management,medium,0.07786885245901609,0.5714285714285714
7693,0.69,0.82,3,262,5,1,0,0,IT,medium,0.8414634146341463,1.4285714285714286
7694,0.72,0.76,3,261,4,0,0,0,IT,medium,0.9473684210526315,1.1428571428571428
7695,0.72,0.81,4,144,2,0,0,0,IT,low,0.8888888888888888,0.5714285714285714
7696,0.88,0.95,4,234,3,0,0,0,IT,low,0.9263157894736842,0.8571428571428571
7697,0.91,0.55,2,234,2,0,0,0,IT,low,1.7368852459016397,0.5714285714285714
7698,0.96,0.6,4,170,2,1,0,0,product_mng,low,1.7368852459016397,0.5714285714285714
7699,0.49,0.8,3,238,4,0,0,0,product_mng,low,0.07786885245901609,1.1428571428571428
7700,0.59,0.97,5,242,3,0,0,0,product_mng,low,0.07786885245901609,0.8571428571428571
7701,0.8,0.87,4,209,3,0,0,0,product_mng,low,0.9195402298850576,0.8571428571428571
7702,0.91,0.67,4,206,3,0,0,0,IT,low,1.7368852459016397,0.8571428571428571
7703,0.18,0.79,4,240,5,0,0,0,RandD,low,0.07786885245901609,1.4285714285714286
7704,0.94,0.58,5,215,2,0,0,0,RandD,low,1.7368852459016397,0.5714285714285714
7705,0.44,0.61,3,147,4,0,0,0,RandD,low,0.7213114754098361,1.1428571428571428
7706,0.96,0.59,2,265,2,0,0,0,RandD,low,1.7368852459016397,0.5714285714285714
7707,0.55,0.97,4,162,3,0,0,0,RandD,low,0.07786885245901609,0.8571428571428571
7708,0.99,0.54,4,239,3,0,0,0,marketing,low,1.7368852459016397,0.8571428571428571
7709,0.75,0.88,3,224,2,0,0,0,sales,low,0.8522727272727273,0.5714285714285714
7710,0.66,0.78,4,256,3,0,0,0,accounting,low,0.8461538461538461,0.8571428571428571
7711,0.96,0.57,3,263,3,0,0,0,support,low,1.7368852459016397,0.8571428571428571
7712,0.6,0.86,6,272,4,0,0,0,technical,low,0.07786885245901609,1.1428571428571428
7713,0.64,0.78,4,159,4,0,0,0,management,medium,0.8205128205128205,1.1428571428571428
7714,0.85,0.8,4,219,2,0,0,0,marketing,medium,1.0625,0.5714285714285714
7715,0.3,0.53,3,210,6,0,0,0,marketing,medium,0.07786885245901609,1.7142857142857142
7716,0.74,0.95,4,237,3,1,0,0,marketing,medium,0.7789473684210526,0.8571428571428571
7717,0.14,0.8,5,226,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
7718,0.93,0.76,3,212,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
7719,0.75,0.48,3,250,5,0,0,0,sales,medium,1.7368852459016397,1.4285714285714286
7720,0.58,0.63,4,171,3,0,0,0,sales,medium,0.9206349206349206,0.8571428571428571
7721,0.59,0.6,3,149,4,0,0,0,sales,medium,0.9833333333333333,1.1428571428571428
7722,0.2,0.9,5,228,6,0,0,0,sales,medium,0.07786885245901609,1.7142857142857142
7723,1.0,0.84,3,215,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7724,0.51,0.51,3,272,3,0,0,0,sales,medium,1.0,0.8571428571428571
7725,0.16,0.72,4,192,6,0,0,0,sales,high,0.07786885245901609,1.7142857142857142
7726,0.77,0.56,5,226,4,0,0,0,sales,low,1.7368852459016397,1.1428571428571428
7727,0.61,0.47,2,149,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
7728,0.73,0.51,3,244,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7729,0.52,0.85,4,193,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
7730,0.13,0.72,4,247,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
7731,0.73,0.62,3,181,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
7732,0.39,0.68,2,137,3,1,0,0,sales,low,0.07786885245901609,0.8571428571428571
7733,0.92,0.8,3,211,4,0,0,0,sales,low,1.7368852459016397,1.1428571428571428
7734,0.34,0.78,5,137,4,0,0,0,sales,low,0.07786885245901609,1.1428571428571428
7735,0.94,0.51,4,229,2,1,0,0,sales,low,1.7368852459016397,0.5714285714285714
7736,0.82,0.65,4,168,3,0,0,0,accounting,low,1.7368852459016397,0.8571428571428571
7737,0.26,0.69,4,180,3,1,0,0,accounting,low,0.07786885245901609,0.8571428571428571
7738,0.78,0.53,4,177,2,0,0,0,accounting,low,1.7368852459016397,0.5714285714285714
7739,0.61,0.95,4,191,2,0,0,0,hr,low,0.07786885245901609,0.5714285714285714
7740,0.5,0.53,3,191,2,1,0,0,hr,low,0.9433962264150942,0.5714285714285714
7741,0.52,0.96,4,125,3,0,0,0,hr,low,0.07786885245901609,0.8571428571428571
7742,0.89,0.79,4,152,3,0,0,0,hr,low,1.7368852459016397,0.8571428571428571
7743,0.85,0.52,4,174,2,0,0,0,technical,low,1.7368852459016397,0.5714285714285714
7744,0.62,0.86,4,135,3,0,0,0,technical,low,0.7209302325581396,0.8571428571428571
7745,0.38,0.67,2,117,3,0,0,0,technical,low,0.07786885245901609,0.8571428571428571
7746,0.55,0.49,2,180,5,1,0,0,technical,low,1.7368852459016397,1.4285714285714286
7747,0.83,0.84,4,146,3,0,0,0,technical,low,0.9880952380952381,0.8571428571428571
7748,0.62,0.65,3,249,3,0,0,0,technical,low,0.9538461538461538,0.8571428571428571
7749,0.6,0.54,3,136,3,1,0,0,technical,low,1.111111111111111,0.8571428571428571
7750,0.62,0.5,4,198,3,1,0,0,technical,low,1.7368852459016397,0.8571428571428571
7751,0.23,0.88,5,201,3,0,0,0,technical,low,0.07786885245901609,0.8571428571428571
7752,0.13,0.74,6,132,4,1,0,0,technical,medium,0.07786885245901609,1.1428571428571428
7753,0.96,0.63,4,142,4,0,0,0,technical,medium,1.7368852459016397,1.1428571428571428
7754,0.5,0.74,5,256,3,1,0,0,support,medium,0.07786885245901609,0.8571428571428571
7755,0.66,0.72,3,135,2,0,0,0,support,medium,0.9166666666666667,0.5714285714285714
7756,0.61,0.72,4,209,2,0,0,0,support,medium,0.8472222222222222,0.5714285714285714
7757,0.45,0.48,5,287,5,0,0,0,support,medium,0.9375000000000001,1.4285714285714286
7758,0.5,0.95,4,222,3,1,0,0,support,medium,0.07786885245901609,0.8571428571428571
7759,0.75,0.82,3,227,2,0,0,0,support,medium,0.9146341463414634,0.5714285714285714
7760,0.88,0.5,4,162,2,0,0,0,support,medium,1.7368852459016397,0.5714285714285714
7761,0.49,0.79,5,206,2,0,0,0,support,medium,0.07786885245901609,0.5714285714285714
7762,0.82,0.87,5,273,6,0,0,0,support,medium,0.9425287356321839,1.7142857142857142
7763,0.92,0.65,4,135,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
7764,0.4,0.85,5,99,2,1,0,0,support,high,0.07786885245901609,0.5714285714285714
7765,0.36,0.61,4,166,4,0,0,0,technical,low,0.07786885245901609,1.1428571428571428
7766,0.8,0.99,5,187,3,1,0,0,technical,medium,0.8080808080808082,0.8571428571428571
7767,0.68,0.65,4,134,3,0,0,0,technical,medium,1.0461538461538462,0.8571428571428571
7768,0.54,0.45,4,137,3,1,0,0,management,medium,1.7368852459016397,0.8571428571428571
7769,0.73,0.69,3,175,2,0,0,0,IT,medium,1.0579710144927537,0.5714285714285714
7770,0.64,0.49,5,188,2,0,0,0,IT,low,1.7368852459016397,0.5714285714285714
7771,0.12,0.39,5,161,4,0,0,0,IT,low,0.07786885245901609,1.1428571428571428
7772,0.6,0.7,4,145,6,0,0,0,IT,low,0.8571428571428572,1.7142857142857142
7773,0.36,0.62,4,111,6,0,0,0,IT,low,0.07786885245901609,1.7142857142857142
7774,0.63,0.76,3,176,2,0,0,0,product_mng,low,0.8289473684210527,0.5714285714285714
7775,0.67,0.94,2,192,3,0,0,0,product_mng,low,0.7127659574468086,0.8571428571428571
7776,0.83,0.9,3,179,2,1,0,0,product_mng,low,0.9222222222222222,0.5714285714285714
7777,0.48,0.9,4,224,3,0,0,0,product_mng,low,0.07786885245901609,0.8571428571428571
7778,0.89,0.56,4,241,5,0,0,0,IT,low,1.7368852459016397,1.4285714285714286
7779,0.71,0.96,3,201,3,0,0,0,RandD,low,0.7395833333333334,0.8571428571428571
7780,0.31,0.59,4,138,2,0,0,0,RandD,low,0.07786885245901609,0.5714285714285714
7781,0.89,0.84,5,168,2,0,0,0,RandD,low,1.0595238095238095,0.5714285714285714
7782,0.38,0.51,2,120,3,0,0,0,RandD,low,0.7450980392156863,0.8571428571428571
7783,0.88,0.92,3,179,3,0,0,0,RandD,low,0.9565217391304347,0.8571428571428571
7784,0.64,0.85,3,250,3,0,0,0,marketing,low,0.7529411764705882,0.8571428571428571
7785,0.65,0.74,4,237,3,1,0,0,sales,low,0.8783783783783784,0.8571428571428571
7786,0.65,0.81,4,192,3,0,0,0,accounting,low,0.8024691358024691,0.8571428571428571
7787,0.54,0.97,4,258,3,0,0,0,support,low,0.07786885245901609,0.8571428571428571
7788,0.69,0.76,4,257,4,0,0,0,technical,low,0.9078947368421052,1.1428571428571428
7789,0.77,0.78,2,271,3,0,0,0,management,low,0.9871794871794871,0.8571428571428571
7790,0.28,0.66,3,184,2,0,0,0,marketing,low,0.07786885245901609,0.5714285714285714
7791,0.33,0.4,6,214,6,0,0,0,marketing,medium,0.825,1.7142857142857142
7792,0.83,0.68,4,198,3,0,0,0,marketing,medium,1.7368852459016397,0.8571428571428571
7793,0.89,0.73,3,274,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7794,0.76,0.6,5,279,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7795,0.83,0.64,5,272,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
7796,0.57,0.85,4,152,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
7797,0.61,0.89,2,287,4,0,0,0,sales,medium,0.07786885245901609,1.1428571428571428
7798,0.96,0.89,2,239,6,1,0,0,sales,medium,1.0786516853932584,1.7142857142857142
7799,0.17,0.5,4,274,6,0,0,0,sales,medium,0.07786885245901609,1.7142857142857142
7800,0.61,0.6,4,121,2,0,0,0,sales,medium,1.0166666666666666,0.5714285714285714
7801,0.73,0.74,5,199,2,0,0,0,sales,medium,0.9864864864864865,0.5714285714285714
7802,0.3,0.39,3,175,3,0,0,0,sales,medium,0.7692307692307692,0.8571428571428571
7803,0.42,0.67,2,115,3,0,0,0,sales,high,0.07786885245901609,0.8571428571428571
7804,0.65,0.75,3,194,4,1,0,0,sales,low,0.8666666666666667,1.1428571428571428
7805,0.17,0.45,2,119,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
7806,0.12,0.82,5,162,4,1,0,0,sales,medium,0.07786885245901609,1.1428571428571428
7807,0.7,0.78,5,264,2,0,0,0,sales,medium,0.8974358974358974,0.5714285714285714
7808,0.87,0.88,3,179,2,0,0,0,sales,medium,0.9886363636363636,0.5714285714285714
7809,0.43,0.44,5,213,3,0,0,0,sales,low,0.9772727272727273,0.8571428571428571
7810,0.84,0.65,3,269,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
7811,0.94,0.55,3,160,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
7812,0.89,0.76,4,133,2,0,0,0,accounting,low,1.7368852459016397,0.5714285714285714
7813,0.69,0.75,5,201,3,0,0,0,accounting,low,0.9199999999999999,0.8571428571428571
7814,0.18,0.99,4,160,5,0,0,0,accounting,low,0.07786885245901609,1.4285714285714286
7815,0.98,0.69,3,274,3,0,0,0,hr,low,1.7368852459016397,0.8571428571428571
7816,0.3,0.88,5,245,4,0,0,0,hr,low,0.07786885245901609,1.1428571428571428
7817,0.51,0.53,3,237,3,0,0,0,hr,medium,0.9622641509433962,0.8571428571428571
7818,0.76,0.9,3,279,6,0,0,0,hr,medium,0.8444444444444444,1.7142857142857142
7819,0.67,0.96,4,207,3,0,0,0,technical,medium,0.07786885245901609,0.8571428571428571
7820,0.12,0.84,4,218,6,0,0,0,technical,medium,0.07786885245901609,1.7142857142857142
7821,0.42,0.41,5,240,2,0,0,0,technical,medium,1.024390243902439,0.5714285714285714
7822,0.69,0.76,3,153,3,0,0,0,technical,medium,0.9078947368421052,0.8571428571428571
7823,0.63,0.96,3,144,2,0,0,0,technical,medium,0.07786885245901609,0.5714285714285714
7824,0.66,0.62,2,159,3,1,0,0,technical,medium,1.0645161290322582,0.8571428571428571
7825,0.5,0.5,3,237,2,0,0,0,technical,medium,1.0,0.5714285714285714
7826,0.67,0.82,5,148,2,1,0,0,technical,medium,0.8170731707317074,0.5714285714285714
7827,0.59,0.62,4,205,3,0,0,0,technical,medium,0.9516129032258064,0.8571428571428571
7828,0.75,0.78,2,264,3,1,0,0,technical,medium,0.9615384615384615,0.8571428571428571
7829,0.88,0.89,5,189,2,0,0,0,technical,medium,0.9887640449438202,0.5714285714285714
7830,0.99,0.75,3,243,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
7831,0.44,0.42,2,199,2,0,0,0,support,medium,1.0476190476190477,0.5714285714285714
7832,0.65,0.78,4,205,2,0,0,0,support,medium,0.8333333333333334,0.5714285714285714
7833,0.88,0.63,3,184,4,0,0,0,support,medium,1.7368852459016397,1.1428571428571428
7834,0.58,0.79,2,274,4,0,0,0,support,medium,0.7341772151898733,1.1428571428571428
7835,0.99,0.9,4,181,3,0,0,0,support,medium,1.0999999999999999,0.8571428571428571
7836,0.76,0.71,3,205,2,0,0,0,support,medium,1.0704225352112677,0.5714285714285714
7837,0.14,0.98,5,172,5,0,0,0,support,medium,0.07786885245901609,1.4285714285714286
7838,0.57,0.86,3,164,2,0,0,0,support,medium,0.07786885245901609,0.5714285714285714
7839,0.52,0.82,3,138,2,1,0,0,support,medium,0.07786885245901609,0.5714285714285714
7840,0.71,0.55,5,262,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
7841,0.27,0.75,5,264,3,0,0,0,technical,medium,0.07786885245901609,0.8571428571428571
7842,0.49,0.52,3,225,2,0,0,0,technical,high,0.9423076923076923,0.5714285714285714
7843,0.59,0.5,3,199,2,0,0,0,technical,high,1.7368852459016397,0.5714285714285714
7844,0.24,0.65,6,210,5,0,0,0,management,high,0.07786885245901609,1.4285714285714286
7845,0.18,0.87,6,226,4,0,0,0,IT,high,0.07786885245901609,1.1428571428571428
7846,0.73,0.62,5,134,3,0,0,0,IT,high,1.7368852459016397,0.8571428571428571
7847,0.78,0.63,6,111,6,0,0,0,IT,high,1.7368852459016397,1.7142857142857142
7848,0.94,0.73,5,142,2,1,0,0,IT,high,1.7368852459016397,0.5714285714285714
7849,0.86,0.53,3,213,3,0,0,0,IT,high,1.7368852459016397,0.8571428571428571
7850,0.97,0.88,4,139,2,0,0,0,product_mng,high,1.1022727272727273,0.5714285714285714
7851,0.49,0.54,3,145,3,0,0,0,product_mng,high,0.9074074074074073,0.8571428571428571
7852,0.82,0.48,4,149,6,0,0,0,product_mng,high,1.7368852459016397,1.7142857142857142
7853,0.86,0.64,4,147,2,1,0,0,product_mng,high,1.7368852459016397,0.5714285714285714
7854,0.3,0.39,3,193,3,1,0,0,IT,low,0.7692307692307692,0.8571428571428571
7855,0.7,0.38,4,270,2,0,0,0,RandD,low,1.7368852459016397,0.5714285714285714
7856,0.8,0.78,5,266,3,0,0,0,RandD,low,1.0256410256410258,0.8571428571428571
7857,0.36,0.63,2,278,4,0,0,0,RandD,low,0.07786885245901609,1.1428571428571428
7858,0.4,0.61,3,165,2,0,0,0,RandD,low,0.07786885245901609,0.5714285714285714
7859,0.8,0.58,4,175,2,0,0,0,RandD,low,1.7368852459016397,0.5714285714285714
7860,0.98,0.73,4,140,4,0,0,0,marketing,low,1.7368852459016397,1.1428571428571428
7861,0.92,0.67,3,149,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
7862,0.68,1.0,3,205,4,0,0,0,accounting,low,0.07786885245901609,1.1428571428571428
7863,1.0,0.59,3,253,3,0,0,0,support,low,1.7368852459016397,0.8571428571428571
7864,0.8,0.54,3,222,4,0,0,0,technical,low,1.7368852459016397,1.1428571428571428
